date,total_confirm,total_suspect,total_heal,total_dead,total_severe,total_input,today_confirm,today_suspect,today_heal,today_dead,today_severe,today_storeConfirm,today_input,name
2020-05-02,944,0,620,13,0,0,0,,16,0,,,0.0,黑龙江
2020-05-03,944,0,657,13,0,0,0,,37,0,,,0.0,黑龙江
2020-05-04,944,0,719,13,0,0,0,,62,0,,,0.0,黑龙江
2020-05-05,944,0,758,13,0,0,0,,39,0,,,0.0,黑龙江
2020-05-06,944,0,793,13,0,0,0,,35,0,,,0.0,黑龙江
2020-05-07,944,0,815,13,0,0,0,,22,0,,,0.0,黑龙江
2020-05-08,944,0,835,13,0,0,0,,20,0,,,0.0,黑龙江
2020-05-09,944,0,891,13,0,0,0,0.0,56,0,0.0,,0.0,黑龙江
2020-05-10,945,0,904,13,0,0,1,,13,0,,,0.0,黑龙江
2020-05-11,945,0,924,13,0,0,0,,20,0,,,0.0,黑龙江
2020-05-12,945,0,929,13,0,0,0,,5,0,,,0.0,黑龙江
2020-05-13,945,0,930,13,0,0,0,,1,0,,,0.0,黑龙江
2020-05-14,945,0,930,13,0,0,0,,0,0,,,0.0,黑龙江
2020-05-15,945,0,931,13,0,0,0,,1,0,,,0.0,黑龙江
2020-05-16,945,0,932,13,0,0,0,,1,0,,,0.0,黑龙江
2020-05-17,945,0,932,13,0,0,0,,0,0,,,0.0,黑龙江
2020-05-18,945,0,932,13,0,0,0,,0,0,,,0.0,黑龙江
2020-05-19,945,0,932,13,0,0,0,,0,0,,,0.0,黑龙江
2020-05-20,945,0,932,13,0,0,0,,0,0,,,0.0,黑龙江
2020-05-21,945,0,932,13,0,0,0,,0,0,,,0.0,黑龙江
2020-05-22,945,0,932,13,0,0,0,,0,0,,,0.0,黑龙江
2020-05-23,945,0,932,13,0,0,0,,0,0,,,0.0,黑龙江
2020-05-24,945,0,932,13,0,0,0,,0,0,,,0.0,黑龙江
2020-05-25,945,0,932,13,0,0,0,,0,0,,,0.0,黑龙江
2020-05-26,945,0,932,13,0,0,0,,0,0,,,0.0,黑龙江
2020-05-27,945,0,932,13,0,0,0,,0,0,,,0.0,黑龙江
2020-05-28,945,0,932,13,0,0,0,,0,0,,,0.0,黑龙江
2020-01-23,7,17,0,0,0,0,7,,0,0,,,,江西
2020-01-24,18,38,0,0,0,0,11,,0,0,,,0.0,江西
2020-01-25,36,30,0,0,0,0,18,,0,0,,,0.0,江西
2020-01-26,48,68,0,0,0,0,12,,0,0,,,0.0,江西
2020-01-27,72,88,0,0,0,0,24,,0,0,,,0.0,江西
2020-01-28,109,107,2,0,0,0,37,,2,0,,,0.0,江西
2020-01-29,162,123,3,0,0,0,53,,1,0,,,0.0,江西
2020-01-30,240,197,7,0,0,0,78,,4,0,,,0.0,江西
2020-01-31,286,260,9,0,0,0,46,,2,0,,,0.0,江西
2020-02-01,333,312,10,0,0,0,47,,1,0,,,0.0,江西
2020-02-02,391,359,18,0,0,0,58,,8,0,,,0.0,江西
2020-02-03,476,319,19,0,0,0,85,,1,0,,,0.0,江西
2020-02-04,548,343,27,0,0,0,72,,8,0,,,0.0,江西
2020-02-05,600,0,37,0,0,0,52,0.0,10,0,,,0.0,江西
2020-02-06,661,249,45,0,0,0,61,48.0,8,0,,,0.0,江西
2020-02-07,698,249,55,0,0,0,37,0.0,10,0,,,0.0,江西
2020-02-08,739,0,72,0,0,0,41,,17,0,,,0.0,江西
2020-02-09,772,0,102,1,0,0,33,,30,1,,,0.0,江西
2020-02-10,804,0,127,1,0,0,32,0.0,25,0,,,0.0,江西
2020-02-11,844,0,152,1,0,0,40,,25,0,,,0.0,江西
2020-02-12,872,0,170,1,0,0,28,,18,0,,,0.0,江西
2020-02-13,900,0,187,1,0,0,28,,17,0,,,0.0,江西
2020-02-14,912,0,210,1,0,0,12,0.0,23,0,,,0.0,江西
2020-02-15,925,0,239,1,0,0,13,,29,0,,,0.0,江西
2020-02-16,930,0,275,1,0,0,5,,36,0,,,0.0,江西
2020-02-17,933,0,310,1,0,0,3,,35,0,,,0.0,江西
2020-02-18,933,0,362,1,0,0,0,,52,0,,,0.0,江西
2020-02-19,934,0,432,1,0,0,1,,70,0,,,0.0,江西
2020-02-20,934,0,489,1,0,0,0,,57,0,,,0.0,江西
2020-02-21,934,0,544,1,0,0,0,,55,0,,,0.0,江西
2020-02-22,934,0,611,1,0,0,0,,67,0,,,0.0,江西
2020-02-23,934,0,645,1,0,0,0,,34,0,,,0.0,江西
2020-02-24,934,0,682,1,0,0,0,,37,0,,,0.0,江西
2020-02-25,934,0,719,1,0,0,0,,37,0,,,0.0,江西
2020-02-26,934,0,754,1,0,0,0,,35,0,,,0.0,江西
2020-02-27,935,0,790,1,0,0,1,,36,0,,,0.0,江西
2020-02-28,935,0,811,1,0,0,0,,21,0,,,0.0,江西
2020-02-29,935,0,831,1,0,0,0,,20,0,,,0.0,江西
2020-03-01,935,0,850,1,0,0,0,,19,0,,,0.0,江西
2020-03-02,935,0,870,1,0,0,0,,20,0,,,0.0,江西
2020-03-03,935,0,884,1,0,0,0,,14,0,,,0.0,江西
2020-03-04,935,0,901,1,0,0,0,,17,0,,,0.0,江西
2020-03-05,935,0,908,1,0,0,0,,7,0,,,0.0,江西
2020-03-06,935,0,916,1,0,0,0,,8,0,,,0.0,江西
2020-03-07,935,0,918,1,0,0,0,,2,0,,,0.0,江西
2020-03-08,935,0,923,1,0,0,0,,5,0,,,0.0,江西
2020-03-09,935,0,927,1,0,0,0,,4,0,,,0.0,江西
2020-03-10,935,0,932,1,0,0,0,,5,0,,,0.0,江西
2020-03-11,935,0,934,1,0,0,0,,2,0,,,0.0,江西
2020-03-12,935,0,934,1,0,0,0,,0,0,,,0.0,江西
2020-03-13,935,0,934,1,0,0,0,,0,0,,,0.0,江西
2020-03-14,935,0,934,1,0,0,0,,0,0,,,0.0,江西
2020-03-15,935,0,934,1,0,0,0,,0,0,,,0.0,江西
2020-03-16,935,0,934,1,0,0,0,,0,0,,,0.0,江西
2020-03-17,935,0,934,1,0,0,0,,0,0,,,0.0,江西
2020-03-18,935,0,934,1,0,0,0,,0,0,,,0.0,江西
2020-03-19,935,0,934,1,0,0,0,,0,0,,,0.0,江西
2020-03-20,935,0,934,1,0,0,0,,0,0,,,0.0,江西
2020-03-21,936,0,934,1,0,0,1,,0,0,,,0.0,江西
2020-03-22,936,0,934,1,0,0,0,,0,0,,,0.0,江西
2020-03-23,936,0,934,1,0,0,0,,0,0,,,0.0,江西
2020-03-24,936,0,934,1,0,0,0,,0,0,,,0.0,江西
2020-03-25,936,0,934,1,0,0,0,,0,0,,,0.0,江西
2020-03-26,936,0,934,1,0,0,0,,0,0,,,0.0,江西
2020-03-27,936,0,934,1,0,0,0,,0,0,,,0.0,江西
2020-03-28,937,0,934,1,0,0,1,,0,0,,,0.0,江西
2020-03-29,937,0,935,1,0,0,0,,1,0,,,0.0,江西
2020-03-30,937,0,935,1,0,0,0,,0,0,,,0.0,江西
2020-03-31,937,0,935,1,0,0,0,,0,0,,,0.0,江西
2020-04-01,937,0,935,1,0,0,0,,0,0,,,0.0,江西
2020-04-02,937,0,935,1,0,0,0,,0,0,,,0.0,江西
2020-04-03,937,0,935,1,0,0,0,,0,0,,,0.0,江西
2020-04-04,937,0,935,1,0,0,0,,0,0,,,0.0,江西
2020-04-05,937,0,935,1,0,0,0,,0,0,,,0.0,江西
2020-04-06,937,0,935,1,0,0,0,,0,0,,,0.0,江西
2020-04-07,937,0,935,1,0,0,0,,0,0,,,0.0,江西
2020-04-08,937,0,935,1,0,0,0,,0,0,,,0.0,江西
2020-04-09,937,0,936,1,0,0,0,,1,0,,,0.0,江西
2020-04-10,937,0,936,1,0,0,0,,0,0,,,0.0,江西
2020-04-11,937,0,936,1,0,0,0,,0,0,,,0.0,江西
2020-04-12,937,0,936,1,0,0,0,,0,0,,,0.0,江西
2020-04-13,937,0,936,1,0,0,0,,0,0,,,0.0,江西
2020-04-14,937,0,936,1,0,0,0,,0,0,,,0.0,江西
2020-04-15,937,0,936,1,0,0,0,,0,0,,,0.0,江西
2020-04-16,937,0,936,1,0,0,0,,0,0,,,0.0,江西
2020-04-17,937,0,936,1,0,0,0,,0,0,,,0.0,江西
2020-04-18,937,0,936,1,0,0,0,,0,0,,,0.0,江西
2020-04-19,937,0,936,1,0,0,0,,0,0,,,0.0,江西
2020-04-20,937,0,936,1,0,0,0,,0,0,,,0.0,江西
2020-04-21,937,0,936,1,0,0,0,,0,0,,,0.0,江西
2020-04-22,937,0,936,1,0,0,0,,0,0,,,0.0,江西
2020-04-23,937,0,936,1,0,0,0,,0,0,,,0.0,江西
2020-04-24,937,0,936,1,0,0,0,,0,0,,,0.0,江西
2020-04-25,937,0,936,1,0,0,0,,0,0,,,0.0,江西
2020-04-26,937,0,936,1,0,0,0,,0,0,,,0.0,江西
2020-04-27,937,0,936,1,0,0,0,,0,0,,,0.0,江西
2020-04-28,937,0,936,1,0,0,0,,0,0,,,0.0,江西
2020-04-29,937,0,936,1,0,0,0,,0,0,,,0.0,江西
2020-04-30,937,0,936,1,0,0,0,,0,0,,,0.0,江西
2020-05-01,937,0,936,1,0,0,0,,0,0,,,0.0,江西
2020-05-02,937,0,936,1,0,0,0,,0,0,,,0.0,江西
2020-05-03,937,0,936,1,0,0,0,,0,0,,,0.0,江西
2020-05-04,937,0,936,1,0,0,0,,0,0,,,0.0,江西
2020-05-05,937,0,936,1,0,0,0,,0,0,,,0.0,江西
2020-05-06,937,0,936,1,0,0,0,,0,0,,,0.0,江西
2020-05-07,937,0,936,1,0,0,0,,0,0,,,0.0,江西
2020-05-08,937,0,936,1,0,0,0,,0,0,,,0.0,江西
2020-05-09,937,0,936,1,0,0,0,,0,0,,,0.0,江西
2020-05-10,937,0,936,1,0,0,0,,0,0,,,0.0,江西
2020-05-11,937,0,936,1,0,0,0,,0,0,,,0.0,江西
2020-05-12,937,0,936,1,0,0,0,,0,0,,,0.0,江西
2020-05-13,937,0,936,1,0,0,0,,0,0,,,0.0,江西
2020-05-14,937,0,936,1,0,0,0,,0,0,,,0.0,江西
2020-05-15,937,0,936,1,0,0,0,,0,0,,,0.0,江西
2020-05-16,937,0,936,1,0,0,0,,0,0,,,0.0,江西
2020-05-17,937,0,936,1,0,0,0,,0,0,,,0.0,江西
2020-05-18,937,0,936,1,0,0,0,,0,0,,,0.0,江西
2020-05-19,937,0,936,1,0,0,0,,0,0,,,0.0,江西
2020-05-20,937,0,936,1,0,0,0,,0,0,,,0.0,江西
2020-05-21,937,0,936,1,0,0,0,,0,0,,,0.0,江西
2020-05-22,937,0,936,1,0,0,0,,0,0,,,0.0,江西
2020-05-23,937,0,936,1,0,0,0,,0,0,,,0.0,江西
2020-05-24,937,0,936,1,0,0,0,,0,0,,,0.0,江西
2020-05-25,937,0,936,1,0,0,0,,0,0,,,0.0,江西
2020-05-26,937,0,936,1,0,0,0,,0,0,,,0.0,江西
2020-05-27,937,0,936,1,0,0,0,,0,0,,,0.0,江西
2020-05-28,937,0,936,1,0,0,0,,0,0,,,0.0,江西
2020-01-22,2,5,0,0,0,0,2,,0,0,,,,山东
2020-01-23,9,9,0,0,0,0,7,,0,0,,,0.0,山东
2020-01-24,21,11,0,0,0,0,12,,0,0,,,0.0,山东
2020-01-25,39,11,0,0,0,0,18,,0,0,,,0.0,山东
2020-01-26,61,35,0,0,0,0,22,,0,0,,,0.0,山东
2020-01-27,87,42,0,0,0,0,26,,0,0,,,0.0,山东
2020-01-28,121,55,1,0,0,0,34,,1,0,,,0.0,山东
2020-01-29,145,79,1,0,0,0,24,,0,0,,,0.0,山东
2020-01-30,178,90,2,0,0,0,33,,1,0,,,0.0,山东
2020-01-31,202,83,2,0,0,0,24,,0,0,,,0.0,山东
2020-02-01,225,81,5,0,0,0,23,,3,0,,,0.0,山东
2020-02-02,246,62,6,0,0,0,21,,1,0,,,0.0,山东
2020-02-03,270,70,7,0,0,0,24,,1,0,,,0.0,山东
2020-02-04,298,94,13,0,0,0,28,,6,0,,,0.0,山东
2020-02-05,343,0,18,0,0,0,45,0.0,5,0,,,0.0,山东
2020-02-06,379,96,31,0,0,0,36,48.0,13,0,,,0.0,山东
2020-02-07,407,96,38,0,0,0,28,0.0,7,0,,,0.0,山东
2020-02-08,435,0,50,1,0,0,28,,12,1,,,0.0,山东
2020-02-09,459,0,63,1,0,0,24,,13,0,,,0.0,山东
2020-02-10,486,0,71,1,0,0,27,,8,0,,,0.0,山东
2020-02-11,497,0,80,1,0,0,11,,9,0,,,0.0,山东
2020-02-12,506,0,98,2,0,0,9,0.0,18,1,,,0.0,山东
2020-02-13,519,0,111,2,0,0,13,,13,0,,,0.0,山东
2020-02-14,530,0,139,2,0,0,11,,28,0,,,0.0,山东
2020-02-15,537,0,164,2,0,0,7,,25,0,,,0.0,山东
2020-02-16,541,0,175,2,0,0,4,,11,0,,,0.0,山东
2020-02-17,543,0,193,2,0,0,2,,18,0,,,0.0,山东
2020-02-18,544,0,215,3,0,0,1,,22,1,,,0.0,山东
2020-02-19,546,0,238,4,0,0,2,,23,1,,,0.0,山东
2020-02-20,748,0,270,4,0,0,202,,32,0,,,0.0,山东
2020-02-21,750,0,293,4,0,0,2,,23,0,,,0.0,山东
2020-02-22,754,0,311,4,0,0,4,,18,0,,,0.0,山东
2020-02-23,755,0,327,4,0,0,1,,16,0,,,0.0,山东
2020-02-24,755,0,343,6,0,0,0,,16,2,,,0.0,山东
2020-02-25,756,0,357,6,0,0,1,,14,0,,,0.0,山东
2020-02-26,756,0,381,6,0,0,0,,24,0,,,0.0,山东
2020-02-27,756,0,390,6,0,0,0,,9,0,,,0.0,山东
2020-02-28,756,0,411,6,0,0,0,,21,0,,,0.0,山东
2020-02-29,756,0,431,6,0,0,0,,20,0,,,0.0,山东
2020-03-01,758,0,455,6,0,0,2,,24,0,,,0.0,山东
2020-03-02,758,0,497,6,0,0,0,,42,0,,,0.0,山东
2020-03-03,758,0,511,6,0,0,0,,14,0,,,0.0,山东
2020-03-04,758,0,576,6,0,0,0,,65,0,,,0.0,山东
2020-03-05,758,0,602,6,0,0,0,,26,0,,,0.0,山东
2020-03-06,758,0,625,6,0,0,0,,23,0,,,0.0,山东
2020-03-07,758,0,637,6,0,0,0,,12,0,,,0.0,山东
2020-03-08,758,0,647,6,0,0,0,,10,0,,,0.0,山东
2020-03-09,758,0,703,6,0,0,0,,56,0,,,0.0,山东
2020-03-10,759,0,721,6,0,0,1,,18,0,,,0.0,山东
2020-03-11,760,0,733,6,0,0,1,,12,0,,,0.0,山东
2020-03-12,760,0,739,7,0,0,0,,6,1,,,0.0,山东
2020-03-13,760,0,740,7,0,0,0,,1,0,,,0.0,山东
2020-03-14,760,0,741,7,0,0,0,,1,0,,,0.0,山东
2020-03-15,760,0,743,7,0,0,0,,2,0,,,0.0,山东
2020-03-16,761,0,746,7,0,0,1,,3,0,,,0.0,山东
2020-03-17,761,0,746,7,0,0,0,,0,0,,,0.0,山东
2020-03-18,761,0,747,7,0,0,0,,1,0,,,0.0,山东
2020-03-19,762,0,748,7,0,0,1,,1,0,,,0.0,山东
2020-03-20,764,0,749,7,0,0,2,,1,0,,,0.0,山东
2020-03-21,765,0,750,7,0,0,1,,1,0,,,0.0,山东
2020-03-22,767,0,751,7,0,0,2,,1,0,,,0.0,山东
2020-03-23,768,0,752,7,0,0,1,,1,0,,,0.0,山东
2020-03-24,769,0,752,7,0,0,1,,0,0,,,0.0,山东
2020-03-25,769,0,752,7,0,0,0,,0,0,,,0.0,山东
2020-03-26,771,0,752,7,0,0,2,,0,0,,,0.0,山东
2020-03-27,772,0,752,7,0,0,1,,0,0,,,0.0,山东
2020-03-28,772,0,752,7,0,0,0,,0,0,,,0.0,山东
2020-03-29,773,0,753,7,0,0,1,,1,0,,,0.0,山东
2020-03-30,774,0,753,7,0,0,1,,0,0,,,0.0,山东
2020-03-31,774,0,753,7,0,0,0,,0,0,,,0.0,山东
2020-04-01,775,0,753,7,0,0,1,,0,0,,,0.0,山东
2020-04-02,778,0,754,7,0,0,3,,1,0,,,0.0,山东
2020-04-03,778,0,755,7,0,0,0,,1,0,,,0.0,山东
2020-04-04,779,0,755,7,0,0,1,,0,0,,,0.0,山东
2020-04-05,780,0,755,7,0,0,1,,0,0,,,0.0,山东
2020-04-06,781,0,755,7,0,0,1,,0,0,,,0.0,山东
2020-04-07,783,0,755,7,0,0,2,,0,0,,,0.0,山东
2020-04-08,783,0,756,7,0,0,0,,1,0,,,0.0,山东
2020-04-09,783,0,756,7,0,0,0,,0,0,,,0.0,山东
2020-04-10,784,0,757,7,0,0,1,,1,0,,,0.0,山东
2020-04-11,784,0,757,7,0,0,0,,0,0,,,0.0,山东
2020-04-12,784,0,758,7,0,0,0,,1,0,,,0.0,山东
2020-04-13,784,0,759,7,0,0,0,,1,0,,,0.0,山东
2020-04-14,784,0,761,7,0,0,0,,2,0,,,0.0,山东
2020-04-15,784,0,761,7,0,0,0,,0,0,,,0.0,山东
2020-04-16,787,0,761,7,0,0,3,,0,0,,,0.0,山东
2020-04-17,787,0,765,7,0,0,0,,4,0,,,0.0,山东
2020-04-18,787,0,765,7,0,0,0,,0,0,,,0.0,山东
2020-04-19,787,0,765,7,0,0,0,,0,0,,,0.0,山东
2020-04-20,787,0,765,7,0,0,0,,0,0,,,0.0,山东
2020-04-21,787,0,766,7,0,0,0,,1,0,,,0.0,山东
2020-04-22,787,0,766,7,0,0,0,,0,0,,,0.0,山东
2020-04-23,787,0,766,7,0,0,0,,0,0,,,0.0,山东
2020-04-24,787,0,767,7,0,0,0,,1,0,,,0.0,山东
2020-04-25,787,0,767,7,0,0,0,,0,0,,,0.0,山东
2020-04-26,787,0,768,7,0,0,0,,1,0,,,0.0,山东
2020-04-27,787,0,768,7,0,0,0,,0,0,,,0.0,山东
2020-04-28,787,0,771,7,0,0,0,,3,0,,,0.0,山东
2020-04-29,787,0,772,7,0,0,0,,1,0,,,0.0,山东
2020-04-30,787,0,772,7,0,0,0,,0,0,,,0.0,山东
2020-05-01,787,0,772,7,0,0,0,,0,0,,,0.0,山东
2020-05-02,787,0,772,7,0,0,0,,0,0,,,0.0,山东
2020-05-03,788,0,773,7,0,0,1,,1,0,,,0.0,山东
2020-05-04,788,0,773,7,0,0,0,,0,0,,,0.0,山东
2020-05-05,788,0,775,7,0,0,0,,2,0,,,0.0,山东
2020-05-06,788,0,775,7,0,0,0,,0,0,,,0.0,山东
2020-05-07,788,0,776,7,0,0,0,,1,0,,,0.0,山东
2020-05-08,788,0,776,7,0,0,0,,0,0,,,0.0,山东
2020-05-09,788,0,776,7,0,0,0,,0,0,,,0.0,山东
2020-05-10,788,0,777,7,0,0,0,,1,0,,,0.0,山东
2020-05-11,788,0,777,7,0,0,0,,0,0,,,0.0,山东
2020-05-12,788,0,777,7,0,0,0,,0,0,,,0.0,山东
2020-05-13,788,0,777,7,0,0,0,,0,0,,,0.0,山东
2020-05-14,788,0,778,7,0,0,0,,1,0,,,0.0,山东
2020-05-15,788,0,780,7,0,0,0,,2,0,,,0.0,山东
2020-05-16,788,0,780,7,0,0,0,,0,0,,,0.0,山东
2020-05-17,788,0,780,7,0,0,0,,0,0,,,0.0,山东
2020-05-18,788,0,780,7,0,0,0,,0,0,,,0.0,山东
2020-05-19,788,0,780,7,0,0,0,,0,0,,,0.0,山东
2020-05-20,788,0,780,7,0,0,0,,0,0,,,0.0,山东
2020-05-21,788,0,780,7,0,0,0,,0,0,,,0.0,山东
2020-05-22,788,0,780,7,0,0,0,,0,0,,,0.0,山东
2020-05-23,788,0,780,7,0,0,0,,0,0,,,0.0,山东
2020-05-24,788,0,780,7,0,0,0,,0,0,,,0.0,山东
2020-05-25,788,0,780,7,0,0,0,,0,0,,,0.0,山东
2020-05-26,788,0,780,7,0,0,0,,0,0,,,0.0,山东
2020-05-27,788,0,780,7,0,0,0,,0,0,,,0.0,山东
2020-05-28,788,0,780,7,0,0,0,,0,0,,,0.0,山东
2020-01-21,9,10,0,0,0,0,9,,0,0,,,,上海
2020-01-22,16,16,0,0,0,0,7,,0,0,,,0.0,上海
2020-01-23,20,34,0,0,0,0,4,,0,0,,,0.0,上海
2020-01-24,33,72,0,0,0,0,13,,0,0,,,0.0,上海
2020-01-25,40,95,1,1,0,0,7,,1,1,,,0.0,上海
2020-01-26,53,90,1,1,0,0,13,,0,0,,,0.0,上海
2020-01-27,66,129,1,1,0,0,13,,0,0,,,0.0,上海
2020-01-28,80,167,4,1,0,0,14,,3,0,,,0.0,上海
2020-01-29,101,180,5,1,0,0,21,,1,0,,,0.0,上海
2020-01-30,128,164,5,1,0,0,27,,0,0,,,0.0,上海
2020-01-31,153,167,9,1,0,0,25,,4,0,,,0.0,上海
2020-02-01,177,168,10,1,0,0,24,,1,0,,,0.0,上海
2020-02-02,193,173,10,1,0,0,16,,0,0,,,0.0,上海
2020-02-03,208,168,10,1,0,0,15,,0,0,,,0.0,上海
2020-02-04,233,194,12,1,0,0,25,,2,0,,,0.0,上海
2020-02-05,254,0,15,1,0,0,21,0.0,3,0,,,0.0,上海
2020-02-06,269,166,25,1,0,0,15,94.0,10,0,,,0.0,上海
2020-02-07,281,166,30,1,0,0,12,0.0,5,0,,,0.0,上海
2020-02-08,292,0,41,1,0,0,11,0.0,11,0,,,0.0,上海
2020-02-09,295,0,44,1,0,0,3,,3,0,,,0.0,上海
2020-02-10,302,0,48,1,0,0,7,,4,0,,,0.0,上海
2020-02-11,306,0,53,1,0,0,4,,5,0,,,0.0,上海
2020-02-12,313,0,57,1,0,0,7,,4,0,,,0.0,上海
2020-02-13,318,0,62,1,0,0,5,,5,0,,,0.0,上海
2020-02-14,326,0,90,1,0,0,8,,28,0,,,0.0,上海
2020-02-15,328,0,124,1,0,0,2,,34,0,,,0.0,上海
2020-02-16,331,0,140,1,0,0,3,,16,0,,,0.0,上海
2020-02-17,333,0,161,1,0,0,2,,21,0,,,0.0,上海
2020-02-18,333,0,177,1,0,0,0,,16,0,,,0.0,上海
2020-02-19,333,0,186,2,0,0,0,,9,1,,,0.0,上海
2020-02-20,334,0,199,2,0,0,1,,13,0,,,0.0,上海
2020-02-21,334,0,211,3,0,0,0,,12,1,,,0.0,上海
2020-02-22,335,0,227,3,0,0,1,,16,0,,,0.0,上海
2020-02-23,335,0,249,3,0,0,0,,22,0,,,0.0,上海
2020-02-24,335,0,261,3,0,0,0,,12,0,,,0.0,上海
2020-02-25,336,0,268,3,0,0,1,,7,0,,,0.0,上海
2020-02-26,337,0,272,3,0,0,1,,4,0,,,0.0,上海
2020-02-27,337,0,276,3,0,0,0,,4,0,,,0.0,上海
2020-02-28,337,0,279,3,0,0,0,,3,0,,,0.0,上海
2020-02-29,337,0,287,3,0,0,0,,8,0,,,0.0,上海
2020-03-01,337,0,290,3,0,0,0,,3,0,,,0.0,上海
2020-03-02,338,0,292,3,0,0,1,,2,0,,,0.0,上海
2020-03-03,338,0,294,3,0,0,0,,2,0,,,0.0,上海
2020-03-04,338,0,298,3,0,0,0,,4,0,,,0.0,上海
2020-03-05,339,0,303,3,0,0,1,,5,0,,,0.0,上海
2020-03-06,342,0,306,3,0,0,3,,3,0,,,0.0,上海
2020-03-07,342,0,313,3,0,0,0,,7,0,,,0.0,上海
2020-03-08,342,0,314,3,0,0,0,,1,0,,,0.0,上海
2020-03-09,342,0,315,3,0,0,0,,1,0,,,0.0,上海
2020-03-10,344,0,319,3,0,0,2,,4,0,,,0.0,上海
2020-03-11,344,0,320,3,0,0,0,,1,0,,,0.0,上海
2020-03-12,346,0,321,3,0,0,2,,1,0,,,0.0,上海
2020-03-13,350,0,324,3,0,0,4,,3,0,,,0.0,上海
2020-03-14,353,0,324,3,0,0,3,0.0,0,0,0.0,,0.0,上海
2020-03-15,355,0,324,3,0,0,2,,0,0,,,0.0,上海
2020-03-16,358,0,325,3,0,0,3,,1,0,,,0.0,上海
2020-03-17,361,0,325,3,0,0,3,,0,0,,,0.0,上海
2020-03-18,363,0,326,3,0,0,2,,1,0,,,0.0,上海
2020-03-19,371,0,326,3,0,0,8,,0,0,,,0.0,上海
2020-03-20,380,0,326,3,0,0,9,,0,0,,,0.0,上海
2020-03-21,394,0,327,4,0,0,14,,1,1,,,0.0,上海
2020-03-22,404,0,328,4,0,0,10,,1,0,,,0.0,上海
2020-03-23,414,0,329,4,0,0,10,,1,0,,,0.0,上海
2020-03-24,433,0,330,5,0,0,19,,1,1,,,0.0,上海
2020-03-25,451,0,330,5,0,0,18,,0,0,,,0.0,上海
2020-03-26,468,0,331,5,0,0,17,,1,0,,,0.0,上海
2020-03-27,485,0,334,5,0,0,17,,3,0,,,0.0,上海
2020-03-28,492,0,334,5,0,0,7,,0,0,,,0.0,上海
2020-03-29,498,0,334,5,0,0,6,,0,0,,,0.0,上海
2020-03-30,509,0,338,5,0,0,11,0.0,4,0,0.0,,0.0,上海
2020-03-31,516,0,341,6,0,0,7,,3,1,,,0.0,上海
2020-04-01,522,0,343,6,0,0,6,,2,0,,,0.0,上海
2020-04-02,526,0,343,6,0,0,4,,0,0,,,0.0,上海
2020-04-03,529,0,348,6,0,0,3,,5,0,,,0.0,上海
2020-04-04,531,0,356,6,0,0,2,,8,0,,,0.0,上海
2020-04-05,536,0,383,6,0,0,5,,27,0,,,0.0,上海
2020-04-06,538,0,389,6,0,0,2,,6,0,,,0.0,上海
2020-04-07,543,0,406,7,0,0,5,,17,1,,,0.0,上海
2020-04-08,552,0,417,7,0,0,9,,11,0,,,0.0,上海
2020-04-09,555,0,422,7,0,0,3,,5,0,,,0.0,上海
2020-04-10,555,0,435,7,0,0,0,,13,0,,,0.0,上海
2020-04-11,607,0,438,7,0,0,52,,3,0,,,0.0,上海
2020-04-12,618,0,446,7,0,0,11,,8,0,,,0.0,上海
2020-04-13,618,0,458,7,0,0,0,,12,0,,,0.0,上海
2020-04-14,622,0,468,7,0,0,4,,10,0,,,0.0,上海
2020-04-15,628,0,485,7,0,0,6,,17,0,,,0.0,上海
2020-04-16,628,0,489,7,0,0,0,,4,0,,,0.0,上海
2020-04-17,628,0,512,7,0,0,0,,23,0,,,0.0,上海
2020-04-18,635,0,516,7,0,0,7,0.0,4,0,0.0,,0.0,上海
2020-04-19,638,0,521,7,0,0,3,,5,0,,,0.0,上海
2020-04-20,638,0,530,7,0,0,0,,9,0,,,0.0,上海
2020-04-21,639,0,530,7,0,0,1,,0,0,,,0.0,上海
2020-04-22,640,0,532,7,0,0,1,,2,0,,,0.0,上海
2020-04-23,641,0,533,7,0,0,1,,1,0,,,0.0,上海
2020-04-24,641,0,547,7,0,0,0,,14,0,,,0.0,上海
2020-04-25,642,0,558,7,0,0,1,,11,0,,,0.0,上海
2020-04-26,642,0,568,7,0,0,0,,10,0,,,0.0,上海
2020-04-27,644,0,581,7,0,0,2,,13,0,,,0.0,上海
2020-04-28,645,0,584,7,0,0,1,,3,0,,,0.0,上海
2020-04-29,647,0,597,7,0,0,2,,13,0,,,0.0,上海
2020-04-30,652,0,599,7,0,0,5,,2,0,,,0.0,上海
2020-05-01,652,0,612,7,0,0,0,,13,0,,,0.0,上海
2020-05-02,653,0,613,7,0,0,1,,1,0,,,0.0,上海
2020-05-03,655,0,615,7,0,0,2,,2,0,,,0.0,上海
2020-05-04,656,0,619,7,0,0,1,,4,0,,,0.0,上海
2020-05-05,656,0,620,7,0,0,0,,1,0,,,0.0,上海
2020-05-06,657,0,620,7,0,0,1,,0,0,,,0.0,上海
2020-05-07,657,0,623,7,0,0,0,,3,0,,,0.0,上海
2020-05-08,657,0,623,7,0,0,0,,0,0,,,0.0,上海
2020-05-09,659,0,626,7,0,0,2,,3,0,,,0.0,上海
2020-05-10,659,0,627,7,0,0,0,,1,0,,,0.0,上海
2020-05-11,659,0,627,7,0,0,0,,0,0,,,0.0,上海
